name,pokemonid,formid,formname,gen,release,type1,type2,species,height,weight,gender,catch_rate,base_exp,egg_cycles,friendship,growth_rate,hp,attack,defense,spatk,spdef,speed,ev_hp,ev_attack,ev_defense,ev_spatk,ev_spdef,ev_speed,group
rockruff-own-tempo,rockruff,own-tempo,Own Tempo Rockruff,7,ultra-sun-ultra-moon,rock,,Puppy,0.5,9.2,4:4,190.0,56.0,15.0,50.0,medium fast,45,65,40,30,40,60,,1.0,,,,,grubole
lycanroc-midday,lycanroc,midday,Midday Form,7,sun-moon,rock,,Wolf,0.8,25.0,4:4,90.0,170.0,15.0,50.0,medium fast,75,115,65,55,65,112,,2.0,,,,,grubole
lycanroc-midnight,lycanroc,midnight,Midnight Form,7,sun-moon,rock,,Wolf,1.1,25.0,4:4,90.0,170.0,15.0,50.0,medium fast,85,115,75,55,75,82,,2.0,,,,,grubole
lycanroc-dusk,lycanroc,dusk,Dusk Form,7,ultra-sun-ultra-moon,rock,,Wolf,0.8,25.0,4:4,90.0,170.0,15.0,50.0,medium fast,75,117,65,55,65,110,,2.0,,,,,grubole
wishiwashi-solo,wishiwashi,solo,Solo Form,7,sun-moon,water,,Small Fry,0.2,0.3,4:4,60.0,61.0,15.0,50.0,fast,45,20,20,25,25,40,1.0,,,,,,sredniaki
wishiwashi-school,wishiwashi,school,School Form,7,sun-moon,water,,Small Fry,8.2,78.6,4:4,60.0,217.0,15.0,50.0,fast,45,140,130,140,135,30,1.0,,,,,,sredniaki
mareanie,mareanie,,,7,sun-moon,poison,water,Brutal Star,0.4,8.0,4:4,190.0,61.0,20.0,50.0,medium fast,50,53,62,43,52,45,,,1.0,,,,sredniaki
toxapex,toxapex,,,7,sun-moon,poison,water,Brutal Star,0.7,14.5,4:4,75.0,173.0,20.0,50.0,medium fast,50,63,152,53,142,35,,,2.0,,,,sredniaki
mudbray,mudbray,,,7,sun-moon,ground,,Donkey,1.0,110.0,4:4,190.0,77.0,20.0,50.0,medium fast,70,100,70,45,55,45,,1.0,,,,,grubole
mudsdale,mudsdale,,,7,sun-moon,ground,,Draft Horse,2.5,920.0,4:4,60.0,175.0,20.0,50.0,medium fast,100,125,100,55,85,35,,2.0,,,,,grubole
dewpider,dewpider,,,7,sun-moon,water,bug,Water Bubble,0.3,4.0,4:4,200.0,54.0,15.0,50.0,medium fast,38,40,52,40,72,27,,,,,1.0,,sredniaki
araquanid,araquanid,,,7,sun-moon,water,bug,Water Bubble,1.8,82.0,4:4,100.0,159.0,15.0,50.0,medium fast,68,70,92,50,132,42,,,,,2.0,,sredniaki
fomantis,fomantis,,,7,sun-moon,grass,,Sickle Grass,0.3,1.5,4:4,190.0,50.0,20.0,50.0,medium fast,40,55,35,50,35,35,,1.0,,,,,sredniaki
lurantis,lurantis,,,7,sun-moon,grass,,Bloom Sickle,0.9,18.5,4:4,75.0,168.0,20.0,50.0,medium fast,70,105,90,80,90,45,,2.0,,,,,sredniaki
morelull,morelull,,,7,sun-moon,grass,fairy,Illuminating,0.2,1.5,4:4,190.0,57.0,20.0,50.0,medium fast,40,35,55,65,75,15,,,,,1.0,,sredniaki
shiinotic,shiinotic,,,7,sun-moon,grass,fairy,Illuminating,1.0,11.5,4:4,75.0,142.0,20.0,50.0,medium fast,60,45,80,90,100,30,,,,,2.0,,sredniaki
salandit,salandit,,,7,sun-moon,poison,fire,Toxic Lizard,0.6,4.8,1:7,120.0,64.0,20.0,50.0,medium fast,48,44,40,71,40,77,,,,,,1.0,sredniaki
salazzle,salazzle,,,7,sun-moon,poison,fire,Toxic Lizard,1.2,22.2,8:0,45.0,168.0,20.0,50.0,medium fast,68,64,60,111,60,117,,,,,,2.0,sredniaki
stufful,stufful,,,7,sun-moon,normal,fighting,Flailing,0.5,6.8,4:4,140.0,68.0,15.0,50.0,medium fast,70,75,50,45,50,50,,1.0,,,,,sredniaki
bewear,bewear,,,7,sun-moon,normal,fighting,Strong Arm,2.1,135.0,4:4,70.0,175.0,15.0,50.0,medium fast,120,125,80,55,60,60,,2.0,,,,,sredniaki
bounsweet,bounsweet,,,7,sun-moon,grass,,Fruit,0.3,3.2,8:0,235.0,42.0,20.0,50.0,medium slow,42,30,38,30,38,32,1.0,,,,,,sredniaki
steenee,steenee,,,7,sun-moon,grass,,Fruit,0.7,8.2,8:0,120.0,102.0,20.0,50.0,medium slow,52,40,48,40,48,62,,,,,,2.0,sredniaki
tsareena,tsareena,,,7,sun-moon,grass,,Fruit,1.2,21.4,8:0,45.0,255.0,20.0,50.0,medium slow,72,120,98,50,98,72,,3.0,,,,,sredniaki
comfey,comfey,,,7,sun-moon,fairy,,Posy Picker,0.1,0.3,6:2,60.0,170.0,20.0,50.0,fast,51,52,90,82,110,100,,,,,2.0,,specjalni
oranguru,oranguru,,,7,sun-moon,normal,psychic,Sage,1.5,76.0,4:4,45.0,172.0,20.0,50.0,slow,90,60,80,90,110,60,,,,,2.0,,sredniaki
passimian,passimian,,,7,sun-moon,fighting,,Teamwork,2.0,82.8,4:4,45.0,172.0,20.0,50.0,slow,100,120,90,40,60,80,,2.0,,,,,agresorzy
wimpod,wimpod,,,7,sun-moon,bug,water,Turn Tail,0.5,12.0,4:4,90.0,46.0,20.0,50.0,medium fast,25,35,40,20,30,80,,,,,,1.0,sredniaki
golisopod,golisopod,,,7,sun-moon,bug,water,Hard Scale,2.0,108.0,4:4,45.0,186.0,20.0,50.0,medium fast,75,125,140,60,90,40,,,2.0,,,,sredniaki
sandygast,sandygast,,,7,sun-moon,ghost,ground,Sand Heap,0.5,70.0,4:4,140.0,64.0,15.0,50.0,medium fast,55,55,80,70,45,15,,,1.0,,,,specjalni
palossand,palossand,,,7,sun-moon,ghost,ground,Sand Castle,1.3,250.0,4:4,60.0,168.0,15.0,50.0,medium fast,85,75,110,100,75,35,,,2.0,,,,specjalni
pyukumuku,pyukumuku,,,7,sun-moon,water,,Sea Cucumber,0.3,1.2,4:4,60.0,144.0,15.0,50.0,fast,55,60,130,30,130,5,,,,,2.0,,sredniaki
type-null,type-null,,,7,sun-moon,normal,,Synthetic,1.9,120.5,genderless,3.0,107.0,120.0,0.0,slow,95,95,95,95,95,59,2.0,,,,,,sredniaki
silvally,silvally,,,7,sun-moon,normal,,Synthetic,2.3,100.5,genderless,3.0,257.0,120.0,0.0,slow,95,95,95,95,95,95,3.0,,,,,,sredniaki
minior-meteor,minior,meteor,Meteor Form,7,sun-moon,rock,flying,Meteor,0.3,40.0,genderless,30.0,154.0,25.0,50.0,medium slow,60,60,100,60,100,60,,,1.0,,1.0,,grubole
minior-core,minior,core,Core Form,7,sun-moon,rock,flying,Meteor,0.3,0.3,genderless,30.0,175.0,25.0,50.0,medium slow,60,100,60,100,60,120,,1.0,,1.0,,,grubole
komala,komala,,,7,sun-moon,normal,,Drowsing,0.4,19.9,4:4,45.0,168.0,20.0,50.0,slow,65,115,65,75,95,65,,2.0,,,,,sredniaki
turtonator,turtonator,,,7,sun-moon,fire,dragon,Blast Turtle,2.0,212.0,4:4,70.0,170.0,20.0,50.0,medium fast,60,78,135,91,85,36,,,2.0,,,,specjalni
togedemaru,togedemaru,,,7,sun-moon,electric,steel,Roly-Poly,0.3,3.3,4:4,180.0,152.0,10.0,50.0,medium fast,65,98,63,40,73,96,,2.0,,,,,specjalni
mimikyu,mimikyu,,,7,sun-moon,ghost,fairy,Disguise,0.2,0.7,4:4,45.0,167.0,20.0,50.0,medium fast,55,90,80,50,105,96,,,,,2.0,,specjalni
bruxish,bruxish,,,7,sun-moon,water,psychic,Gnash Teeth,0.9,19.0,4:4,80.0,166.0,15.0,50.0,medium fast,68,105,70,70,70,92,,2.0,,,,,sredniaki
drampa,drampa,,,7,sun-moon,normal,dragon,Placid,3.0,185.0,4:4,70.0,170.0,20.0,50.0,medium fast,78,60,85,135,91,36,,,,2.0,,,sredniaki
dhelmise,dhelmise,,,7,sun-moon,ghost,grass,Sea Creeper,3.9,210.0,genderless,25.0,181.0,25.0,50.0,medium fast,70,131,100,86,90,40,,2.0,,,,,specjalni
jangmo-o,jangmo-o,,,7,sun-moon,dragon,,Scaly,0.6,29.7,4:4,45.0,60.0,40.0,50.0,slow,45,55,65,45,45,45,,,1.0,,,,elita
hakamo-o,hakamo-o,,,7,sun-moon,dragon,fighting,Scaly,1.2,47.0,4:4,45.0,147.0,40.0,50.0,slow,55,75,90,65,70,65,,,2.0,,,,elita
kommo-o,kommo-o,,,7,sun-moon,dragon,fighting,Scaly,1.6,78.2,4:4,45.0,270.0,40.0,50.0,slow,75,110,125,100,105,85,,,3.0,,,,elita
tapu-koko,tapu-koko,,,7,sun-moon,electric,fairy,Land Spirit,1.8,20.5,genderless,3.0,257.0,15.0,50.0,slow,70,115,85,95,75,130,,,,,,3.0,specjalni
tapu-lele,tapu-lele,,,7,sun-moon,psychic,fairy,Land Spirit,1.2,18.6,genderless,3.0,257.0,15.0,50.0,slow,70,85,75,130,115,95,,,,3.0,,,specjalni
tapu-bulu,tapu-bulu,,,7,sun-moon,grass,fairy,Land Spirit,1.9,45.5,genderless,3.0,257.0,15.0,50.0,slow,70,130,115,85,95,75,,3.0,,,,,sredniaki
tapu-fini,tapu-fini,,,7,sun-moon,water,fairy,Land Spirit,1.3,21.2,genderless,3.0,257.0,15.0,50.0,slow,70,75,115,95,130,85,,,,,3.0,,sredniaki
cosmog,cosmog,,,7,sun-moon,psychic,,Nebula,0.2,0.1,genderless,45.0,40.0,120.0,0.0,slow,43,29,31,29,31,37,1.0,,,,,,specjalni
cosmoem,cosmoem,,,7,sun-moon,psychic,,Protostar,0.1,999.9,genderless,45.0,140.0,120.0,0.0,slow,43,29,131,29,131,37,,,1.0,,1.0,,specjalni
solgaleo,solgaleo,,,7,sun-moon,psychic,steel,Sunne,3.4,230.0,genderless,45.0,306.0,120.0,0.0,slow,137,137,107,113,89,97,,3.0,,,,,specjalni
lunala,lunala,,,7,sun-moon,psychic,ghost,Moone,4.0,120.0,genderless,45.0,306.0,120.0,0.0,slow,137,113,89,137,107,97,,,,3.0,,,specjalni
nihilego,nihilego,,,7,sun-moon,rock,poison,Parasite,1.2,55.5,genderless,45.0,257.0,120.0,0.0,slow,109,53,47,127,131,103,,,,,3.0,,grubole
buzzwole,buzzwole,,,7,sun-moon,bug,fighting,Swollen,2.4,333.6,genderless,45.0,257.0,120.0,0.0,slow,107,139,139,53,53,79,,1.0,2.0,,,,sredniaki
pheromosa,pheromosa,,,7,sun-moon,bug,fighting,Lissome,1.8,25.0,genderless,45.0,257.0,120.0,0.0,slow,71,137,37,137,37,151,,,,,,3.0,sredniaki
xurkitree,xurkitree,,,7,sun-moon,electric,,Glowing,3.8,100.0,genderless,45.0,257.0,120.0,0.0,slow,83,89,71,173,71,83,,,,3.0,,,specjalni
celesteela,celesteela,,,7,sun-moon,steel,flying,Launch,9.2,999.9,genderless,45.0,257.0,120.0,0.0,slow,97,101,103,107,101,61,,1.0,1.0,1.0,,,grubole
kartana,kartana,,,7,sun-moon,grass,steel,Drawn Sword,0.3,0.1,genderless,45.0,257.0,120.0,0.0,slow,59,181,131,59,31,109,,3.0,,,,,sredniaki
guzzlord,guzzlord,,,7,sun-moon,dark,dragon,Junkivore,5.5,888.0,genderless,45.0,257.0,120.0,0.0,slow,223,101,53,97,53,43,3.0,,,,,,agresorzy
necrozma,necrozma,,,7,sun-moon,psychic,,Prism,2.4,230.0,genderless,255.0,270.0,120.0,0.0,slow,97,107,101,127,89,79,,1.0,,2.0,,,specjalni
necrozma-dusk-mane,necrozma,dusk-mane,Dusk Mane Necrozma,7,ultra-sun-ultra-moon,psychic,steel,Prism,3.8,460.0,genderless,3.0,306.0,120.0,0.0,slow,97,157,127,113,109,77,,3.0,,,,,specjalni
necrozma-dawn-wings,necrozma,dawn-wings,Dawn Wings Necrozma,7,ultra-sun-ultra-moon,psychic,ghost,Prism,4.2,350.0,genderless,3.0,306.0,120.0,0.0,slow,97,113,109,157,127,77,,,,3.0,,,specjalni
necrozma-ultra,necrozma,ultra,Ultra Necrozma,7,ultra-sun-ultra-moon,psychic,dragon,Prism,7.5,230.0,genderless,3.0,339.0,120.0,0.0,slow,97,167,97,167,97,129,,1.0,,1.0,,1.0,specjalni
magearna,magearna,,,7,sun-moon,steel,fairy,Artificial,1.0,80.5,genderless,3.0,300.0,120.0,0.0,slow,80,95,115,130,115,65,,,,3.0,,,grubole
marshadow,marshadow,,,7,sun-moon,fighting,ghost,Gloomdweller,0.7,22.2,genderless,3.0,270.0,120.0,0.0,slow,90,125,80,90,90,125,,2.0,,,,1.0,agresorzy
poipole,poipole,,,7,ultra-sun-ultra-moon,poison,,Poison Pin,0.6,1.8,genderless,45.0,189.0,120.0,0.0,slow,67,73,67,73,67,73,,,,,,1.0,sredniaki
naganadel,naganadel,,,7,ultra-sun-ultra-moon,poison,dragon,Poison Pin,3.6,150.0,genderless,45.0,243.0,120.0,0.0,slow,73,73,73,127,73,121,,,,3.0,,,sredniaki
stakataka,stakataka,,,7,ultra-sun-ultra-moon,rock,steel,Rampart,5.5,820.0,genderless,30.0,257.0,120.0,0.0,slow,61,131,211,53,101,13,,,3.0,,,,grubole
blacephalon,blacephalon,,,7,ultra-sun-ultra-moon,fire,ghost,Fireworks,1.8,13.0,genderless,30.0,257.0,120.0,0.0,slow,53,127,53,151,79,107,,,,3.0,,,specjalni
zeraora,zeraora,,,7,ultra-sun-ultra-moon,electric,,Thunderclap,1.5,44.5,genderless,3.0,270.0,120.0,0.0,slow,88,112,75,102,80,143,,,,,,3.0,specjalni
meltan,meltan,,,7,lets-go-pikachu-eevee,steel,,Hex Nut,0.2,8.0,genderless,3.0,150.0,120.0,0.0,slow,46,65,65,55,35,34,,1.0,,,,,grubole
melmetal,melmetal,,,7,lets-go-pikachu-eevee,steel,,Hex Nut,2.5,800.0,genderless,3.0,300.0,120.0,0.0,slow,135,143,143,80,65,34,,3.0,,,,,grubole
grookey,grookey,,,8,sword-shield,grass,,Chimp,0.3,5.0,1:7,45.0,62.0,20.0,50.0,medium slow,50,65,50,40,40,65,,1.0,,,,,sredniaki
thwackey,thwackey,,,8,sword-shield,grass,,Beat,0.7,14.0,1:7,45.0,147.0,20.0,50.0,medium slow,70,85,70,55,60,80,,2.0,,,,,sredniaki
rillaboom,rillaboom,,,8,sword-shield,grass,,Drummer,2.1,90.0,1:7,45.0,265.0,20.0,50.0,medium slow,100,125,90,60,70,85,,3.0,,,,,sredniaki
scorbunny,scorbunny,,,8,sword-shield,fire,,Rabbit,0.3,4.5,1:7,45.0,62.0,20.0,50.0,medium slow,50,71,40,40,40,69,,,,,,1.0,specjalni
raboot,raboot,,,8,sword-shield,fire,,Rabbit,0.6,9.0,1:7,45.0,147.0,20.0,50.0,medium slow,65,86,60,55,60,94,,,,,,2.0,specjalni
cinderace,cinderace,,,8,sword-shield,fire,,Striker,1.4,33.0,1:7,45.0,265.0,20.0,50.0,medium slow,80,116,75,65,75,119,,,,,,3.0,specjalni
sobble,sobble,,,8,sword-shield,water,,Water Lizard,0.3,4.0,1:7,45.0,62.0,20.0,50.0,medium slow,50,40,40,70,40,70,,,,,1.0,1.0,sredniaki
drizzile,drizzile,,,8,sword-shield,water,,Water lizard,0.7,11.5,1:7,45.0,147.0,20.0,50.0,medium slow,65,60,55,95,55,90,,,,2.0,,,sredniaki
inteleon,inteleon,,,8,sword-shield,water,,Secret Agent,1.9,45.2,1:7,45.0,265.0,20.0,50.0,medium slow,70,85,65,125,65,120,,,,,,3.0,sredniaki
skwovet,skwovet,,,8,sword-shield,normal,,Cheeky,0.3,2.5,4:4,255.0,55.0,20.0,50.0,medium fast,70,55,55,35,35,25,1.0,,,,,,sredniaki
greedent,greedent,,,8,sword-shield,normal,,Greedy,0.6,6.0,4:4,90.0,161.0,20.0,50.0,medium fast,120,95,95,55,75,20,2.0,,,,,,sredniaki
rookidee,rookidee,,,8,sword-shield,flying,,Tiny Bird,0.2,1.8,4:4,255.0,49.0,15.0,50.0,medium slow,38,47,35,33,35,57,,,,,,1.0,agresorzy
corvisquire,corvisquire,,,8,sword-shield,flying,,Raven,0.8,16.0,4:4,120.0,128.0,15.0,50.0,medium slow,68,67,55,43,55,77,,,,,,2.0,agresorzy
corviknight,corviknight,,,8,sword-shield,flying,steel,Raven,2.2,75.0,4:4,45.0,248.0,15.0,50.0,medium slow,98,87,105,53,85,67,,,3.0,,,,agresorzy
blipbug,blipbug,,,8,sword-shield,bug,,Larva,0.4,8.0,4:4,255.0,36.0,15.0,50.0,medium fast,25,20,20,25,45,45,,,,,1.0,,sredniaki
dottler,dottler,,,8,sword-shield,bug,psychic,Radome,0.4,19.5,4:4,120.0,117.0,15.0,50.0,medium fast,50,35,80,50,90,30,,,,,2.0,,sredniaki
orbeetle,orbeetle,,,8,sword-shield,bug,psychic,Seven Spot,0.4,40.8,4:4,45.0,253.0,15.0,50.0,medium fast,60,45,110,80,120,90,,,,,3.0,,sredniaki
nickit,nickit,,,8,sword-shield,dark,,Fox,0.6,8.9,4:4,255.0,49.0,15.0,50.0,fast,40,28,28,47,52,50,,,,,1.0,,agresorzy
thievul,thievul,,,8,sword-shield,dark,,Fox,1.2,19.9,4:4,127.0,159.0,15.0,50.0,fast,70,58,58,87,92,90,,,,,2.0,,agresorzy
gossifleur,gossifleur,,,8,sword-shield,grass,,Flowering,0.4,2.2,4:4,190.0,50.0,20.0,50.0,medium fast,40,40,60,40,60,10,,,,,1.0,,sredniaki
eldegoss,eldegoss,,,8,sword-shield,grass,,Cotton Bloom,0.5,2.5,4:4,75.0,161.0,20.0,50.0,medium fast,60,50,90,80,120,60,,,,,2.0,,sredniaki
wooloo,wooloo,,,8,sword-shield,normal,,Sheep,0.6,6.0,4:4,255.0,122.0,15.0,50.0,medium fast,42,40,55,40,45,48,,,1.0,,,,sredniaki
dubwool,dubwool,,,8,sword-shield,normal,,Sheep,1.3,43.0,4:4,127.0,172.0,15.0,50.0,medium fast,72,80,100,60,90,88,,,2.0,,,,sredniaki
chewtle,chewtle,,,8,sword-shield,water,,Snapping,0.3,8.5,4:4,255.0,57.0,20.0,50.0,medium fast,50,64,50,38,38,44,,1.0,,,,,sredniaki
drednaw,drednaw,,,8,sword-shield,water,rock,Bite,1.0,115.5,4:4,75.0,170.0,20.0,50.0,medium fast,90,115,90,48,68,74,,2.0,,,,,sredniaki
yamper,yamper,,,8,sword-shield,electric,,Puppy,0.3,13.5,4:4,255.0,54.0,20.0,50.0,fast,59,45,50,40,50,26,1.0,,,,,,specjalni
boltund,boltund,,,8,sword-shield,electric,,Dog,1.0,34.0,4:4,45.0,172.0,20.0,50.0,fast,69,90,60,90,60,121,,,,,,2.0,specjalni
rolycoly,rolycoly,,,8,sword-shield,rock,,Coal,0.3,12.0,4:4,255.0,48.0,15.0,50.0,medium slow,30,40,50,40,50,30,,,1.0,,,,grubole
carkol,carkol,,,8,sword-shield,rock,fire,Coal,1.1,78.0,4:4,120.0,144.0,15.0,50.0,medium slow,80,60,90,60,70,50,,,2.0,,,,grubole
coalossal,coalossal,,,8,sword-shield,rock,fire,Coal,2.8,310.5,4:4,45.0,255.0,15.0,50.0,medium slow,110,80,120,80,90,30,,,3.0,,,,grubole
applin,applin,,,8,sword-shield,grass,dragon,Apple Core,0.2,0.5,4:4,255.0,52.0,20.0,50.0,erratic,40,40,80,40,40,20,,,1.0,,,,sredniaki
flapple,flapple,,,8,sword-shield,grass,dragon,Apple Wing,0.3,1.0,4:4,45.0,170.0,20.0,50.0,erratic,70,110,80,95,60,70,,2.0,,,,,sredniaki
appletun,appletun,,,8,sword-shield,grass,dragon,Apple Nectar,0.4,13.0,4:4,45.0,170.0,20.0,50.0,erratic,110,85,80,100,80,30,2.0,,,,,,sredniaki
silicobra,silicobra,,,8,sword-shield,ground,,Sand Snake,2.2,7.6,4:4,255.0,63.0,20.0,50.0,medium fast,52,57,75,35,50,46,,,1.0,,,,grubole
sandaconda,sandaconda,,,8,sword-shield,ground,,Sand Snake,3.8,65.5,4:4,120.0,179.0,20.0,50.0,medium fast,72,107,125,65,70,71,,,2.0,,,,grubole
cramorant,cramorant,,,8,sword-shield,flying,water,Gulp,0.8,18.0,4:4,45.0,166.0,20.0,50.0,medium fast,70,85,55,85,95,85,,,,,2.0,,agresorzy
arrokuda,arrokuda,,,8,sword-shield,water,,Rush,0.5,1.0,4:4,255.0,56.0,20.0,50.0,slow,41,63,40,40,30,66,,,,,,1.0,sredniaki
barraskewda,barraskewda,,,8,sword-shield,water,,Skewer,1.3,30.0,4:4,60.0,172.0,20.0,50.0,slow,61,123,60,60,50,136,,,,,,2.0,sredniaki
toxel,toxel,,,8,sword-shield,electric,poison,Baby,0.4,11.0,4:4,75.0,48.0,25.0,50.0,medium slow,40,38,35,54,35,40,,,,1.0,,,specjalni
toxtricity-amped,toxtricity,amped,Amped Form,8,sword-shield,electric,poison,Punk,1.6,40.0,4:4,45.0,176.0,25.0,50.0,medium slow,75,98,70,114,70,75,,,,2.0,,,specjalni
toxtricity-low-key,toxtricity,low-key,Low Key Form,8,sword-shield,electric,poison,Punk,1.6,40.0,4:4,45.0,176.0,25.0,50.0,medium slow,75,98,70,114,70,75,,,,2.0,,,specjalni
sizzlipede,sizzlipede,,,8,sword-shield,fire,bug,Radiator,0.7,1.0,4:4,190.0,61.0,20.0,50.0,medium fast,50,65,45,50,50,45,,1.0,,,,,specjalni
centiskorch,centiskorch,,,8,sword-shield,fire,bug,Radiator,3.0,120.0,4:4,75.0,184.0,20.0,50.0,medium fast,100,115,65,90,90,65,,2.0,,,,,specjalni
clobbopus,clobbopus,,,8,sword-shield,fighting,,Tantrum,0.6,4.0,4:4,180.0,62.0,25.0,50.0,medium slow,50,68,60,50,50,32,,1.0,,,,,agresorzy
grapploct,grapploct,,,8,sword-shield,fighting,,Tantrum,1.6,39.0,4:4,45.0,168.0,25.0,50.0,medium slow,80,118,90,70,80,42,,2.0,,,,,agresorzy
sinistea,sinistea,,,8,sword-shield,ghost,,Black Tea,0.1,0.2,genderless,120.0,62.0,20.0,50.0,medium fast,40,45,45,74,54,50,,,,1.0,,,specjalni
polteageist,polteageist,,,8,sword-shield,ghost,,Black Tea,0.2,0.4,genderless,60.0,178.0,20.0,50.0,medium fast,60,65,65,134,114,70,,,,2.0,,,specjalni
hatenna,hatenna,,,8,sword-shield,psychic,,Calm,0.4,3.4,8:0,235.0,53.0,20.0,50.0,slow,42,30,45,56,53,39,,,,1.0,,,specjalni
hattrem,hattrem,,,8,sword-shield,psychic,,Serene,0.6,4.8,8:0,120.0,130.0,20.0,50.0,slow,57,40,65,86,73,49,,,,2.0,,,specjalni
hatterene,hatterene,,,8,sword-shield,psychic,fairy,Silent,2.1,5.1,8:0,45.0,255.0,20.0,50.0,slow,57,90,95,136,103,29,,,,3.0,,,specjalni
impidimp,impidimp,,,8,sword-shield,dark,fairy,Wily,0.4,5.5,0,255.0,53.0,20.0,50.0,medium fast,45,45,30,55,40,50,,,,1.0,,,agresorzy
morgrem,morgrem,,,8,sword-shield,dark,fairy,Devious,0.8,12.5,0,120.0,130.0,20.0,50.0,medium fast,65,60,45,75,55,70,,,,2.0,,,agresorzy
grimmsnarl,grimmsnarl,,,8,sword-shield,dark,fairy,Bulk Up,1.5,61.0,0,45.0,255.0,20.0,50.0,medium fast,95,120,65,95,75,60,,3.0,,,,,agresorzy
obstagoon,obstagoon,,,8,sword-shield,dark,normal,Blocking,1.6,46.0,4:4,45.0,260.0,15.0,50.0,medium fast,93,90,101,60,81,95,,,3.0,,,,agresorzy
perrserker,perrserker,,,8,sword-shield,steel,,Viking,0.8,28.0,4:4,90.0,154.0,20.0,50.0,medium fast,70,110,100,50,60,50,,2.0,,,,,grubole
cursola,cursola,,,8,sword-shield,ghost,,Coral,1.0,0.4,6:2,30.0,179.0,20.0,50.0,fast,60,95,50,145,130,30,,,,2.0,,,specjalni
sirfetchd,sirfetchd,,,8,sword-shield,fighting,,Wild Duck,0.8,117.0,4:4,45.0,177.0,20.0,50.0,medium fast,62,135,95,68,82,65,,2.0,,,,,agresorzy
mr-rime,mr-rime,,,8,sword-shield,ice,psychic,Comedian,1.5,58.2,4:4,45.0,182.0,25.0,50.0,medium fast,80,85,75,110,100,70,,,,3.0,,,sredniaki
runerigus,runerigus,,,8,sword-shield,ground,ghost,Grudge,1.6,66.6,4:4,90.0,169.0,25.0,50.0,medium fast,58,95,145,50,105,30,,,2.0,,,,grubole
milcery,milcery,,,8,sword-shield,fairy,,Cream,0.2,0.3,8:0,200.0,54.0,20.0,50.0,medium fast,45,40,40,50,61,34,,,,,1.0,,specjalni
alcremie,alcremie,,,8,sword-shield,fairy,,Cream,0.3,0.5,8:0,100.0,173.0,20.0,50.0,medium fast,65,60,75,110,121,64,,,,,2.0,,specjalni
falinks,falinks,,,8,sword-shield,fighting,,Formation,3.0,62.0,genderless,45.0,165.0,25.0,50.0,medium fast,65,100,100,70,60,75,,2.0,,,1.0,,agresorzy
pincurchin,pincurchin,,,8,sword-shield,electric,,Sea Urchin,0.3,1.0,4:4,75.0,152.0,20.0,50.0,medium fast,48,101,95,91,85,15,,2.0,,,,,specjalni
snom,snom,,,8,sword-shield,ice,bug,Worm,0.3,3.8,4:4,190.0,37.0,20.0,50.0,medium fast,30,25,35,45,30,20,,,,1.0,,,sredniaki
frosmoth,frosmoth,,,8,sword-shield,ice,bug,Frost Moth,1.3,42.0,4:4,75.0,166.0,20.0,50.0,medium fast,70,65,60,125,90,65,,,,2.0,,,sredniaki
stonjourner,stonjourner,,,8,sword-shield,rock,,Big Rock,2.5,520.0,4:4,60.0,165.0,25.0,50.0,slow,100,125,135,20,20,70,,,2.0,,,,grubole
eiscue-ice,eiscue,ice,Ice Face,8,sword-shield,ice,,Penguin,1.4,89.0,4:4,60.0,165.0,25.0,50.0,slow,75,80,110,65,90,50,,,2.0,,,,sredniaki
eiscue-noice,eiscue,noice,Noice Face,8,sword-shield,ice,,Penguin,1.4,89.0,4:4,60.0,165.0,25.0,50.0,slow,75,80,70,65,50,130,,,2.0,,,,sredniaki
indeedee-male,indeedee,male,Male,8,sword-shield,psychic,normal,Emotion,0.9,28.0,0,30.0,166.0,40.0,140.0,fast,60,65,55,105,95,95,,,,2.0,,,specjalni
indeedee-female,indeedee,female,Female,8,sword-shield,psychic,normal,Emotion,0.9,28.0,8:0,30.0,166.0,40.0,140.0,fast,70,55,65,95,105,85,,,,,2.0,,specjalni
morpeko-full-belly,morpeko,full-belly,Full Belly Mode,8,sword-shield,electric,dark,Two-Sided,0.3,3.0,4:4,180.0,153.0,10.0,50.0,medium fast,58,95,58,70,58,97,,,,,,2.0,specjalni
morpeko-hangry,morpeko,hangry,Hangry Mode,8,sword-shield,electric,dark,Two-Sided,0.3,3.0,4:4,180.0,153.0,10.0,50.0,medium fast,58,95,58,70,58,97,,,,,,2.0,specjalni
cufant,cufant,,,8,sword-shield,steel,,Copperderm,1.2,100.0,4:4,190.0,66.0,25.0,50.0,medium fast,72,80,49,40,49,40,,1.0,,,,,grubole
copperajah,copperajah,,,8,sword-shield,steel,,Copperderm,3.0,650.0,4:4,90.0,175.0,25.0,50.0,medium fast,122,130,69,80,69,30,,2.0,,,,,grubole
dracozolt,dracozolt,,,8,sword-shield,electric,dragon,Fossil,1.8,190.0,genderless,45.0,177.0,35.0,50.0,slow,90,100,90,80,70,75,,2.0,,,,,specjalni
arctozolt,arctozolt,,,8,sword-shield,electric,ice,Fossil,2.3,150.0,genderless,45.0,177.0,35.0,50.0,slow,90,100,90,90,80,55,,2.0,,,,,specjalni
dracovish,dracovish,,,8,sword-shield,water,dragon,Fossil,2.3,215.0,genderless,45.0,177.0,35.0,50.0,slow,90,90,100,70,80,75,,,2.0,,,,sredniaki
